arxiv_id,title,ground_truth,predicted,llm_classification,confidence,reasoning
2105.05804,"Bridging the user equilibrium and the system optimum in static traffic
  assignment: how the cooperation among drivers can solve the congestion
  problem in city networks",1,1,review,0.98,The abstract explicitly states that the paper is a survey reviewing state-of-the-art approaches to bridging user equilibrium and system optimum in traffic assignment.
2311.06311,"Game Theory Solutions in Sensor-Based Human Activity Recognition: A
  Review",1,1,review,0.98,"The title explicitly states it is a review, and the abstract focuses on summarizing existing research and suggesting future directions for applying game theory to HAR."
2311.02608,"Deep Learning-based 3D Point Cloud Classification: A Systematic Survey
  and Outlook",1,1,review,0.98,The abstract explicitly states the paper's purpose is to review recent research progress and future trends in deep learning-based point cloud classification.
2108.13732,Deep Learning on Edge TPUs,1,1,review,0.98,"The abstract explicitly states that the paper reviews the Edge TPU platform, its capabilities, and deployment steps."
2101.10261,Discrete Choice Analysis with Machine Learning Capabilities,1,1,review,0.9,The paper discusses existing methodologies for discrete choice analysis and highlights how machine learning can be applied to improve upon them.
2307.0066,Minimum Levels of Interpretability for Artificial Moral Agents,1,1,review,0.98,The abstract describes an overview of a subfield of AI interpretability and proposes recommendations for minimum levels of interpretability.
2207.06415,"The Free Energy Principle for Perception and Action: A Deep Learning
  Perspective",1,1,review,0.98,"The abstract explicitly states the paper surveys relevant works in both machine learning and active inference areas, indicating a review focus."
2109.0184,"A review of Quantum Neural Networks: Methods, Models, Dilemma",1,1,review,0.98,"The abstract explicitly states that the paper will review the development of Quantum Neural Networks across different aspects like methods, models, and challenges."
2107.02975,"Neural Natural Language Processing for Unstructured Data in Electronic
  Health Records: a Review",1,1,review,0.99,"The title explicitly states it is a review, and the abstract summarizes existing neural NLP methods for EHR applications."
2104.04842,"Designing Effective Interview Chatbots: Automatic Chatbot Profiling and
  Design Suggestion Generation for Chatbot Debugging",0,0,other,0.98,The paper presents a novel tool (iChatProfile) for chatbot design and evaluates its effectiveness through an empirical study.
2301.12687,Understanding Visual Arts Experiences of Blind People,0,0,other,0.98,The paper presents original research findings from interviews and surveys about blind people's experiences with visual arts.
2404.0457,"A Map of Exploring Human Interaction patterns with LLM: Insights into
  Collaboration and Creativity",1,1,review,0.98,The abstract explicitly states that the paper reviews existing literature on human interaction with LLMs and presents a mapping of this research landscape.
2202.01428,Multi-Criteria Assessment of Shape Quality in CAD Systems of the Future,0,1,review,0.9,The abstract discusses various quality criteria for curves used in CAD systems and reviews existing technical issues related to edge rounding.
2202.0251,A Survey on Poisoning Attacks Against Supervised Machine Learning,1,1,review,0.98,The abstract explicitly states that the paper is a survey covering existing research on poisoning attacks against supervised machine learning.
2103.04112,"Applying Machine Learning in Self-Adaptive Systems: A Systematic
  Literature Review",1,1,review,0.99,The abstract explicitly states that the paper presents a systematic literature review of machine learning in self-adaptive systems.
2403.0466,"Exploring the Design Space of Optical See-through AR Head-Mounted
  Displays to Support First Responders in the Field",0,0,other,0.9,The paper presents original research findings from interviews with first responders about their experiences and preferences for AR HMDs in field operations.
