arxiv_id,predicted_type,reasoning
2504.12497,review,"The paper reviews the challenges of agents facing unfamiliar events and proposes a novel approach, but does not present original research or experimental results."
2311.05997,regular,"This paper presents a novel open-world agent called JARVIS-1, detailing its architecture, training, and performance on various tasks in the Minecraft environment."
2401.16119,regular,"The paper presents a novel method for disentangling representations, not a review of existing research."
2506.06959,regular,"This paper presents a novel approach to policy improvement in reinforcement learning, focusing on incorporating deontic constraints into the learning process. It outlines a new algorithm and demonstrates its effectiveness through experiments."
2510.25223,regular,"This paper presents a novel multi-agent evolutionary system for feature engineering, not a review of existing work."
2303.13948,review,"The paper provides a systematic overview of knowledge graphs, discussing both their opportunities and challenges."
2505.19762,regular,"This paper presents a novel method for graph learning, not a review or survey of existing work."
2307.10551,regular,"The paper presents a novel method for key information extraction, not a review or survey of existing research."
2511.16548,regular,"This paper presents a novel framework for ontology extension using large language models, not a review of existing research."
2510.11235,review,"The paper reviews and analyzes existing AI alignment techniques and their failure modes, providing a comprehensive overview of the field."
2008.09067,regular,"The paper presents philosophical reflections on mathematics, not a review of existing research."
2103.00891,regular,"The paper presents a novel method (SCF) for steganalysis, not a review of existing work."
2106.0141,regular,"The paper describes a toolkit for uncertainty quantification in AI, presenting a new tool rather than reviewing existing research."
2412.12408,regular,"The paper proposes a new method for generating theorems, not reviewing existing research."
2512.04246,review,The paper critiques existing approaches to machine ethics in reinforcement learning and proposes a virtue-focused alternative. It reviews common limitations and offers a roadmap for a new approach.
2509.20935,regular,"This paper presents a novel framework called GALAX for subgraph reasoning in precision medicine, outlining its architecture, training process, and application in a benchmark. It is not a review paper."
2512.09088,review,"This paper reviews existing research on trust in LLMs, particularly focusing on the impact of hallucinations on user trust and proposes a calibrated trust model for LLM use."
2104.10429,review,"The paper reviews existing portfolio techniques, proposes a new algorithm, and evaluates its performance in a general strategy game-playing task."
2510.01474,regular,"This paper presents a new benchmark dataset for evaluating LLMs in AI regulation compliance, not a review or survey of existing research."
2402.05048,review,"The paper reviews and critiques existing AI regulation proposals, proposing a framework to assess their appropriateness for regulation."
2104.01966,regular,"The paper presents a novel DataOps model for skills extraction and matching, focusing on machine learning and real-world data, not a review of existing research."
2509.10297,regular,"This paper presents empirical research investigating the moral biases of large language models, not a review of existing literature."
2306.0548,review,"The paper provides a comprehensive overview of the potential applications of AGI models in medical imaging, summarizing existing research and future directions."
2303.06252,regular,"This paper describes the development of a new system for patient monitoring in an ICU, presenting a novel approach rather than reviewing existing research."
2412.07448,regular,"This paper presents a novel method for dynamic ensemble reasoning in LLMs, proposing a new algorithm and experimental evaluation."
2507.08217,regular,"This paper presents a novel multimodal approach to quantum federated learning, introducing a new method and demonstrating its effectiveness through simulations."
2202.14018,regular,"The paper presents a new method for learning embeddings for Description Logic EL++ ontologies, not a review of existing work."
2510.07715,regular,"This paper presents a novel method for control synthesis in cyber-physical systems, outlining a new approach to reward generation and causation monitoring."
2111.00506,regular,"This paper presents a novel data augmentation technique for OOD detection in NLP classification, not a review of existing research."
2304.12,regular,"This paper presents a novel mathematical framework for state abstraction, proposing a new method and evaluating its performance on various benchmarks."
2510.10207,regular,"This paper presents a novel method for reasoning, outlining its training process and demonstrating its performance on benchmarks."
2512.04513,regular,"The paper presents a novel framework called BiTAgent, outlining its architecture, training process, and experimental results. It is not a review or survey of existing work."
2306.13935,regular,"This paper presents a new approach to explainable AI using active learning, which is an original research contribution."
2503.23299,regular,"This paper presents a novel AI chatbot framework (GRASP) for municipal budget engagement, not a review of existing research."
2112.11023,regular,"This paper presents a novel method for recommendation systems, not a review or survey of existing research."
2507.21502,regular,"This paper presents a novel application of Large Language Models to address challenges in supply chain decision-making, not a review of existing research."
2511.23055,regular,"This paper presents a novel framework for enabling Theory of Mind reasoning in embodied agents, outlining its architecture, training process, and evaluation results."
2509.23811,regular,"The paper describes a new application platform for AI education, presenting its features and experimental results."
2506.1941,regular,"The paper presents a novel method for clustering, not a review of existing methods."
2510.07172,regular,"This paper presents a new benchmark for evaluating the ability of large language models to discover scientific laws, not a review of existing research."
2001.10905,regular,"This paper presents a technical investigation into the limitations of tractable probabilistic models for causal reasoning, including interventions and counterfactuals."
2409.14091,regular,"This paper presents a novel method for parameter-efficient early exit transformer prediction, not a review of existing research."
2505.03668,regular,"This paper presents a novel method for POMDP solving, outlining a new approach to learning macro-actions for time-dependent decision-making."
2409.16693,regular,"The paper describes a new open-source library for developing and evaluating Case-Based Reasoning models, not a review of existing work."
2312.17445,regular,"This paper presents a novel method (State Machine of Thoughts) for enhancing problem-solving, not a review of existing research."
2403.0069,regular,"This paper presents a new LLM-powered agent for the game NetHack, describing its architecture and demonstrating its capabilities. It is not a review or survey of existing research on game AI."
2404.12926,regular,The paper presents a novel framework for answering multimodal physics MCQs using reinforcement learning and human feedback.
2406.16728,regular,"This paper presents a novel method for causal marketing mix modeling, not a review of existing literature."
2106.08022,regular,"This paper presents a novel method for zero-shot node classification, focusing on a new model and experimental evaluation."
2507.07787,regular,"This paper presents a novel evaluation framework for measuring AI alignment with human flourishing, introducing a benchmark and methodology for assessing AI performance on various dimensions of human well-being."
2507.21488,regular,"This paper presents a novel method for modeling individual decision-making in chess, focusing on a new algorithm and experimental results."
2508.19149,review,"The paper presents a theoretical framework for algorithmic collective action with multiple collectives, reviewing existing literature and providing a new perspective on the topic."
2411.00146,regular,"The paper presents a novel logic for strategic reasoning in multi-agent systems, introducing a new framework and algorithms. It is not a review or survey of existing work."
2302.09363,regular,"The paper presents a theoretical and applied overview of Variational Autoencoders (VAEs), focusing on their fundamental principles and applications."
2307.04029,regular,"This paper presents a theoretical argument about game theory, not a review or survey of existing research."
2209.07368,regular,"The paper presents a novel control method, CCM, and experimental results demonstrating its effectiveness."
2505.07215,regular,"This paper presents a new benchmark for evaluating general intelligence in language models, describing its design, implementation, and evaluation results. It does not primarily review existing research."
2308.16879,regular,"This paper presents original research on adaptation speed analysis for fairness-aware causal models, focusing on comparing model adaptation across different domain shifts."
2511.10409,regular,"This paper presents a novel method for explaining decentralized multi-agent reinforcement learning policies, which is an original research contribution."
2303.06152,regular,"The paper presents a novel approach to representing the functionality of objects and tools, focusing on a frying pan, and its potential for design improvement and generation. This is original research, not a review of existing literature."
2506.02125,regular,"This paper presents a novel method for learning representations, not a review of existing research."
2509.00987,review,"The paper systematically reviews and surveys the field of causal multi-agent LLMs, exploring their architectures, applications, and challenges."
2104.06106,regular,"This paper presents a novel method for generating game levels, not a review or survey of existing work."
2310.2025,regular,"The paper presents a novel graph pooling method, not a review of existing methods."
2509.18132,review,"The paper presents a position paper on integrating explainability and uncertainty estimation in medical AI, summarizing existing work and proposing a new approach."
2510.20109,review,"The paper reviews and critiques the use of generative AI in legal practice, presenting a new paradigm for evaluating its value."
2412.01122,regular,"This paper presents a novel data-driven framework for estimating time of arrival, not a review of existing research."
2301.13328,regular,"The paper presents a new problem and its complexity analysis, focusing on enumerating prime implicants from decision-DNNF circuits. This is original research, not a review of existing work."
2409.01374,regular,"This paper presents empirical results on human performance on the ARC benchmark, not a review or survey of existing research."
2403.03382,regular,"This paper presents a novel method for incremental novel class discovery, outlining a new paradigm and proposing a specific algorithm."
2310.02658,regular,"The paper presents a performance analysis of a constraint solver, not a review of existing research."
2408.12065,review,"The paper reviews and explores the hypothesis that Transformer models approximate Solomonoff Induction, comparing them to other sequence prediction methods."
2512.07232,regular,"This paper presents a novel method for Entity Alignment, a technique used in product matching, and evaluates its performance on two datasets."
2302.09443,regular,"This paper presents a novel framework (VITAL) for indoor localization, not a review of existing methods."
2510.00732,regular,"This paper presents a novel data augmentation pipeline for enhancing the robustness of LLMs in formal theorem proving, introducing new methods and evaluating their performance on various benchmarks."
2508.08308,regular,"This paper presents a new framework for AI dialogue, outlining its design and evaluating its performance through experiments."
2508.11975,regular,"This paper presents a novel method for improving chart understanding in Vision Language Models, outlining a new pipeline and experimental results."
2503.23781,regular,"The paper presents a new framework called DebFlow for automating agent creation, which is an original research contribution."
2505.20214,regular,"This paper presents original research findings on the relationship between reasoning models and truthfulness in multimodal contexts, including a novel dataset and experimental analysis."
2101.02459,regular,"The paper presents a new model for image-oriented search engines, proposing a method to incorporate vision bias into click models."
2410.15359,review,"The paper provides a comprehensive overview of hallucination in large visual language models, summarizing existing research and suggesting future directions."
2404.16364,regular,"This paper presents a novel algorithm for boosting MCTS-based algorithms, not a review of existing research."
2106.15802,regular,"This paper presents a new multi-modal urban dataset called CityNet, details its creation and uses, and conducts experiments on it. It is not a review or survey of existing research."
2511.2146,regular,"This paper presents a novel method for building safer embodied AI agents, outlining a new framework and benchmark dataset."
2505.21106,regular,"This paper presents original research investigating social bias in LVLMs, proposing a new framework for understanding its origin and presenting experimental results."
2403.03293,regular,"The paper presents a case study on using ChatGPT for analyzing research papers and generating survey papers, which is an original research approach."
2412.16395,regular,"The paper presents a novel approach for inventing and using options in continual reinforcement learning, which is original research."
2510.15395,regular,"This paper presents a novel method for constructing corrigible goals, which is an original research contribution."
2307.08461,review,"The paper reviews existing GeoXAI studies and outlines a research path towards XAI for Mobility Data Science, focusing on explainable models."
2008.1008,regular,"The paper presents a novel approach to using mobile networks for Go, focusing on evaluating and comparing different architectures and performance metrics, not reviewing existing research."
2308.02317,regular,"The paper presents a novel system for game system design, not a review of existing research."
2503.12389,regular,"This paper presents a novel system for collaborative sketch design using federated learning, not a review of existing research."
2207.02953,review,The paper reviews the challenges of data availability and scalability in Smart City Digital Twins and proposes a solution using synthetic data.
2511.19969,regular,"This paper presents a novel framework for multi-modal multi-agent retrieval-augmented generation, outlining its design and experimental evaluation."
2412.17527,regular,"The paper presents a new AI model for cancer diagnosis, not a review of existing research."
2210.11298,regular,"This paper presents a novel method for fault analysis in telecommunication applications, outlining a pre-training model and its evaluation on specific tasks."
2412.19321,regular,"The paper presents a novel framework for MCDM, outlining its structure and application, indicating original research."
2312.08403,regular,"The paper presents a novel framework for spatio-temporal modeling, not a review of existing work."
2210.15096,regular,"This paper presents a novel system for enabling preference specification in reinforcement learning agents, outlining its design, evaluation, and results."
2001.09293,regular,"This paper presents a novel approach to learning non-Markovian reward models in MDPs, proposing a combination of algorithms and techniques for this specific task."
2507.16473,regular,"This paper presents a novel framework for learning abstract reasoning in LLMs, proposing a new algorithm and experimental results."
2205.03931,regular,This paper presents original research investigating the impact of implicit race information in clinical notes on ML model performance and bias.
2307.07919,regular,"This paper presents a novel algorithm for neural architecture retrieval, proposing a new problem and a solution, not a review of existing research."
2303.01049,regular,"The paper presents a new model-based algorithm for budget allocation in sequential incentive marketing, not a review of existing literature."
2508.02178,regular,"This paper presents a novel method for reducing overthinking in large reasoning models, which is an original research contribution."
2506.19224,regular,"This paper presents a novel method for graph coarsening, a new technique, not a review of existing methods."
2504.02426,regular,"This paper presents a novel interactive tool for narrative exploration, outlining its design, functionality, and evaluation. It does not primarily review existing research."
2405.06296,regular,"This paper presents a new method for evaluating the impact of incremental training on DNN accuracy, not a review of existing research."
2407.0693,regular,"The paper presents a novel method for integrating ontology design with CRISP-DM, outlining a three-phase approach. This is an original research paper."
2407.03049,regular,"This paper presents enhancements for a Monte-Carlo Tree Search algorithm used in a game playing context, presenting new methods and experimental results."
2407.13113,regular,"The paper presents a novel deep reinforcement learning approach for a specific optimization problem, not a review or survey of existing research."
2309.02009,regular,"The paper presents a philosophical exploration of incongruity and belief revision in the context of jokes, not a systematic review of existing research."
2508.08446,regular,"This paper presents a novel model architecture called OverFill, which is an original research paper describing a new method for efficient language model decoding."
2407.05458,review,"The paper provides a comprehensive survey of models for cognitive diagnosis, including new developments and future directions."
2409.16928,regular,"The paper presents a novel algorithm for a hybrid classical-quantum classifier, focusing on its design and performance, not on a review of existing research."
2312.09693,regular,"This paper presents a novel approach to topic modeling, introducing a new method called PromptTopic. It does not review existing research in topic modeling."
2212.04589,regular,"This paper presents a new algorithm for optimizing a measure of consciousness, not a review of existing research."
2410.17005,regular,"This paper presents a novel method (GEMCODE) for co-crystal design, not a review of existing research."
2512.10371,regular,"This paper presents a novel program-guided approach for agent context management, introducing a new method and experimental results."
2511.01444,regular,"This paper presents a novel method for robust multimodal sentiment analysis, not a review of existing work."
2508.13371,regular,"This paper presents a novel neuro-symbolic planning framework called LOOP, outlining its architecture, features, and evaluation on benchmark domains. It is not a review or survey of existing planning approaches."
2006.01444,review,"The paper reviews and analyzes the concept of descriptor revision for conditional logic, comparing it to the AGM paradigm and presenting a constraint satisfaction problem approach."
2412.10982,review,The paper reviews and evaluates the reasoning abilities of LLMs in the context of medical knowledge representation and graph analysis.
2407.0877,regular,"This paper presents a novel method for modifying LLM behavior, not a review of existing research."
2207.03669,regular,"The paper presents a novel method for determining action model equivalence and minimizing event spaces, focusing on theoretical and algorithmic aspects."
2506.21393,regular,"This paper presents a novel neuro-symbolic architecture for multimodal table understanding, introducing a new method and dataset for evaluation."
2512.02699,regular,"This paper presents a novel framework for improving multimodal emotion understanding, not a review of existing research."
2011.1234,regular,"This paper presents a novel approach to form-filling, introducing a new method and dataset, rather than reviewing existing research."
2104.04008,regular,This paper presents a new method for improving a CBR system's ability to predict crop growth in a changing climate. It outlines a novel approach using counterfactuals for data augmentation.
2502.10568,regular,"The paper presents a new framework for planning under partial observability, proposing a novel approach and conducting experiments to analyze its performance."
2503.08786,regular,"The paper presents a new approach for optimizing probabilistic inference, not a review of existing research."
2406.15009,regular,"The paper presents a new equality objective for sortition algorithms, proposing a novel approach and conducting empirical analysis."
2310.19902,regular,"This paper presents a novel approach for using a herd of smaller LLMs to match the performance of larger proprietary models, presenting a new method rather than reviewing existing research."
2511.19933,regular,"This paper presents a taxonomy of failure modes in LLM systems and discusses design principles for building reliable LLM systems, which is original research."
2502.07944,regular,"The paper describes the development of a knowledge representation system for material safety data sheets, presenting a new method rather than reviewing existing research."
2504.21218,regular,"This paper presents a theoretical framework for semantic cognition in AI, outlining a cognitive architecture and its underlying principles. It does not review existing research."
2009.0637,review,The paper reviews and discusses the application of transparency and granularity in the SP Theory of Intelligence and its implementation in the SP Computer Model.
2105.07952,regular,"The paper presents a novel Markov model for generalized evidence theory, proposing a new method rather than reviewing existing work."
2506.01676,regular,"The paper presents a new benchmark and evaluation framework for multimodal language models in K-12 education, focusing on their reasoning capabilities. It does not primarily review existing literature."
2511.05883,review,The paper reviews existing research on multimodal misinformation benchmarks and proposes new methods for quantifying modality bias at the sample level.
2509.13339,regular,"This paper presents a position paper advocating for an antifragile approach to AI safety, proposing new methods and guidelines, rather than reviewing existing research."
2307.09673,review,"The paper conducts a scoping review of papers that claim to use explainable models, focusing on the lack of evaluation of XAI methods in these applications."
2501.15249,regular,"This paper presents a novel method for automatic sound and complete abstraction in generalized planning, not a review of existing work."
2407.07086,regular,"This paper presents a novel LLM-based agent called Hypothetical Minds, introducing a new architecture and demonstrating its effectiveness through experiments."
2210.03918,regular,"This paper presents a novel algorithm for solving the 0-1 Multidimensional Knapsack Problem, not a review of existing research."
2402.065,regular,"The paper presents a new algorithm for detecting root causes of anomalies in IT systems, which is an original research contribution."
2310.07653,regular,"This paper presents a new method for interactive text-to-image generation, not a review of existing research."
2001.01577,regular,"This paper presents a novel framework for learning reusable options in multi-task reinforcement learning, proposing a new method and experimental results."
2509.2466,regular,"This paper presents a novel signaling game model to study communication emergence in populations with different perceptions of the environment. It describes a new approach and presents experimental results, not a review of existing literature."
2206.08611,regular,"This paper presents a novel method for medical dialogue response generation, not a review of existing work."
2202.04427,regular,"The paper presents a new method (gradient entropy regularization) for credit assignment, not a review of existing research."
2409.20274,regular,"This paper presents a new algorithm for probabilistic answer set programming, not a review of existing work."
2502.06656,review,"The paper presents a framework for AI risk management, synthesizing existing risk management principles and AI-specific practices."
2502.08908,regular,"This paper presents a novel reinforcement learning framework for optimizing a pretrained large language model for theorem proving, not a review of existing work."
2505.19213,regular,"The paper presents a novel multimodal reinforcement learning framework for medical VQA, introducing a new method and evaluating its performance on benchmarks."
2209.13873,regular,"This paper presents a novel end-to-end learning framework for input filtering, not a review or survey of existing work."
2511.02463,regular,"This paper presents a novel training strategy for improving LLM performance on open-ended tasks, not a review of existing research."
2309.10253,regular,"This paper presents a novel framework for generating jailbreak prompts for large language models, which is an original research contribution."
2411.06284,review,"The paper provides a comprehensive survey and guide to multimodal large language models, covering their architectures, applications, and challenges."
2304.10596,review,"The paper reviews and analyzes the interconnectivity of AI technologies, providing insights into their importance and future directions. It does not present original research or experimental results."
2509.07665,regular,"This paper presents a novel framework (DeepGraphLog) for neurosymbolic AI, outlining its architecture, capabilities, and experimental results."
2412.02801,regular,"The paper presents a new model for heart disease prediction, not a review of existing research."
2506.07446,regular,"This paper presents a novel framework for fact extraction and verification, not a review of existing research."
2310.08977,regular,"The paper describes a new chatbot system and its design, methodology, and conclusions, not a review of existing research."
2007.0082,review,"The paper reviews the concept of interpretable robot behavior and proposes a framework for environment design to promote it, making it a review paper."
2310.08295,review,"The paper reviews different aspects of building morality into AI, including moral paradigms, approaches, and the role of governance. It does not present new research or methods."
2504.20464,review,"The paper provides a comprehensive survey of GUI agents with foundation models enhanced by reinforcement learning, covering architectures, training methodologies, and future directions."
2509.11645,regular,"This paper presents a novel evaluation framework and experimental results for adapting multimodal large language models for a specific medical application, not a general review of existing research."
2305.08234,regular,"This paper describes a new AI competition, outlining its rules and presenting tournament results, not a review of existing research."
2503.13169,regular,"The paper presents a new method for enhancing image analysis in materials science using a multi-agent collaboration mechanism with AI models. It describes a novel approach and experimental results, not a review of existing research."
2009.05186,regular,"The paper presents a novel argumentation-based approach for identifying and dealing with goal incompatibilities, which is an original research contribution."
2003.09661,review,"The paper provides a systematic overview of D number theory, covering its definitions, methods, and potential issues, without presenting original research."
2408.01024,regular,"This paper presents a novel framework for semantic skill grounding, outlining its implementation and experimental results."
2412.11948,regular,"This paper presents a new system for generating reviews, not a review itself."
2003.12828,regular,"This paper presents a novel Deep Q-Learning approach for medical triage, not a review of existing methods."
2510.14035,regular,"This paper presents a novel method for learning to guide POMDP belief space search, outlining a new algorithm and experimental results."
2508.08297,regular,"The paper presents a new methodology for tackling multiobjective problems, not a review of existing research."
2405.10883,review,The paper systematically reviews existing literature on the application of AI in schizophrenia rehabilitation management.
2407.11821,regular,"The paper presents a new method for approximating probabilistic inference, not a review of existing research."
2001.05291,regular,"This paper presents a new method for optimizing air ambulance fleet staging, which is an original research paper."
2009.07916,regular,"This paper presents a novel algorithm for causal bandits, a new research area, and does not review existing work."
2311.00634,regular,"The paper presents a new method for predicting traffic accident duration using machine learning, not a review of existing research."
2403.16066,regular,"The paper presents a new framework for dynamic recommendation systems, not a review of existing research."
2506.16596,review,The paper reviews the current state of knowledge resources in AI and proposes a community-driven vision for a new knowledge infrastructure.
2405.19238,regular,"This paper presents a new framework for belief revision, outlining a cognitively-inspired approach, and conducting human-subject studies to evaluate its effectiveness."
2310.07156,regular,"This paper presents a new method for solving a travelling thief problem, not a review of existing research."
2105.02685,regular,"This paper presents a novel method for learning disentangled representations, not a review of existing research."
2510.16193,regular,"This paper presents a new model and metrics for measuring corporate knowledge and accountability in the context of AI, which is original research."
2011.11395,regular,"The paper presents a novel approach for integrating Semantic Web technologies into a smart manufacturing environment, focusing on data stream processing and KPI monitoring. It outlines a specific implementation using SOSA ontology and C-SPARQL queries, making it an original research paper."
2002.06261,regular,"This paper presents experimental results evaluating the robustness of Transformer-based models under stress conditions, not a review of existing literature."
2311.00344,regular,"This paper presents a definition of open-ended learning problems, proposing a new framework for understanding and studying this concept in the context of reinforcement learning."
2502.12995,regular,"This paper presents a novel method for explaining image classifiers, not a review or survey of existing research."
2306.08397,regular,"This paper presents a novel approach to combining neural networks and symbolic methods, outlining a new DPPL called SLASH and demonstrating its capabilities through experiments."
2001.1073,regular,"The paper presents a novel approach for conformance checking, not a review or survey of existing methods."
2405.06203,regular,"This paper presents a new method for analyzing embodied learning data using machine learning, not a review of existing research."
2303.08119,regular,This paper presents original research investigating the effectiveness of in-context learning with fewer demonstrations.
2504.09574,regular,"The paper presents a new optimization algorithm, IFOX, and evaluates its performance on various benchmark functions and real-world problems."
2305.1113,regular,"This paper presents a new method for improving persona-based dialogue generation, not a review or survey of existing work."
2410.05656,regular,"This paper presents original research investigating the capabilities of LLMs for sequential decision making, including experiments and evaluation of their performance."
2506.06843,regular,"This paper presents a novel LLM-based multi-agent framework, CoThinker, and empirically validates its effectiveness on complex problem-solving tasks. It is not a review or survey of existing research."
2312.0713,regular,"This paper presents a novel method for bypassing safety filters in text-to-image models, not a review or survey of existing research."
2111.01364,regular,"This paper presents a novel reinforcement learning method for autonomous exploration, not a review of existing research."
2512.1037,regular,"This paper presents a novel LLM-empowered framework for recommendation, outlining its architecture and experimental results."
2503.05388,regular,"This paper presents a novel method for ontology generation using LLMs, outlining its techniques, evaluation, and limitations. It is not a review of existing research."
